,timestamp,temp,rhum,prcp,wspd,pres,wdir,season
0,1624539600.0,19.6,58.0,0.0,13.0,1021.1,288.0,summer
1,1651237200.0,10.9,57.0,0.0,,,,spring
2,1619506800.0,6.6,74.0,0.0,5.5,1012.3,112.0,spring
3,1639584000.0,10.4,,,9.3,1031.5,238.0,autumn
4,1622804400.0,15.9,80.0,1.0,,,,spring
5,1652281200.0,13.6,,,,,,spring
6,1678680000.0,10.8,90.0,0.0,29.6,993.9,227.0,winter
7,1671235200.0,-2.9,98.0,0.0,7.4,1021.6,193.0,autumn
8,1697259600.0,7.1,87.0,0.0,,,,autumn
9,1618268400.0,0.6,,,5.5,1032.5,204.0,spring
10,1650632400.0,13.7,59.0,0.0,24.1,1007.3,69.0,spring
11,1688310000.0,19.8,44.0,0.0,25.9,1011.3,263.0,summer
12,1644512400.0,4.8,70.0,0.0,13.0,1023.0,280.0,winter
13,1654099200.0,14.7,64.0,0.0,18.5,1017.9,300.0,spring
14,1688839200.0,20.6,76.0,0.0,11.1,1016.8,190.0,summer
15,1694721600.0,15.5,,,5.5,1019.1,151.0,summer
16,1688418000.0,13.0,,,16.7,1011.3,256.0,summer
17,1651255200.0,8.9,65.0,0.0,,,,spring
18,1650096000.0,13.2,,,11.1,1031.0,114.0,spring
19,1627369200.0,17.4,85.0,0.0,11.1,1009.2,230.0,summer
20,1635278400.0,13.4,90.0,0.0,18.5,1018.8,223.0,autumn
21,1654930800.0,18.0,,,20.5,1022.0,240.0,spring
22,1664629200.0,17.7,57.0,0.0,25.9,1009.1,268.0,autumn
23,1640829600.0,13.1,92.0,0.0,24.1,1009.9,231.0,winter
24,1689717600.0,15.0,81.0,0.2,7.4,1015.1,229.0,summer
25,1639576800.0,11.0,,,,,,autumn
26,1669633200.0,8.6,91.0,0.1,7.4,1008.5,184.0,autumn
27,1649134800.0,9.2,91.0,0.0,18.5,1009.9,271.0,spring
28,1633287600.0,11.5,81.0,0.0,16.7,1004.6,226.0,autumn
29,1668481200.0,10.0,,,,,,autumn
30,1665738000.0,12.5,94.0,0.0,,,,autumn
31,1629244800.0,14.2,91.0,0.0,13.0,1018.9,285.0,summer
32,1648897200.0,5.8,,,14.8,1023.0,21.0,spring
33,1686549600.0,18.8,82.0,0.0,7.4,1014.9,24.0,spring
34,1659942000.0,18.6,65.0,0.0,7.4,1027.3,13.0,summer
35,1650286800.0,14.7,47.0,0.0,11.1,1017.2,270.0,spring
36,1654419600.0,13.0,,,,,,spring
37,1693303200.0,18.3,58.0,0.0,,,,summer
38,1641891600.0,7.3,100.0,0.0,11.1,1028.9,195.0,winter
39,1656021600.0,15.8,86.0,0.0,9.3,1008.2,197.0,summer
40,1646226000.0,6.3,91.0,0.3,,,,winter
41,1662580800.0,15.3,90.0,0.0,9.3,1007.5,163.0,summer
42,1630400400.0,16.1,77.0,0.1,18.5,1029.2,25.0,summer
43,1625140800.0,18.7,59.0,0.0,,,,summer
44,1626667200.0,17.7,85.0,0.0,5.5,1022.3,205.0,summer
45,1618473600.0,5.1,73.0,0.1,14.8,1034.4,26.0,spring
46,1639432800.0,8.0,94.0,0.0,11.1,1025.2,203.0,autumn
47,1690344000.0,10.0,92.0,0.0,,,,summer
48,1640275200.0,9.2,,,,,,winter
49,1651906800.0,12.9,,,14.8,1025.4,343.0,spring
50,1662750000.0,14.6,88.0,0.0,11.1,1009.7,285.0,summer
51,1642892400.0,2.2,97.0,0.0,5.5,1037.3,269.0,winter
52,1681804800.0,9.3,73.0,0.0,22.2,1028.3,45.0,spring
53,1625032800.0,13.0,89.0,0.0,13.0,1016.9,338.0,summer
54,1695438000.0,8.1,92.0,0.0,9.3,1011.5,259.0,autumn
55,1693533600.0,14.7,97.0,0.3,5.5,1008.4,163.0,summer
