,year_film,year_ceremony,ceremony,category,name,film,winner
0,1976,1977,49,ACTOR IN A LEADING ROLE,Robert De Niro,Taxi Driver,False
1,1976,1977,49,ACTOR IN A LEADING ROLE,Peter Finch,Network,True
2,1976,1977,49,ACTOR IN A LEADING ROLE,Giancarlo Giannini,Seven Beauties,False
3,1976,1977,49,ACTOR IN A LEADING ROLE,William Holden,Network,False
4,1976,1977,49,ACTOR IN A LEADING ROLE,Sylvester Stallone,Rocky,False
5,1976,1977,49,ACTOR IN A SUPPORTING ROLE,Ned Beatty,Network,False
6,1976,1977,49,ACTOR IN A SUPPORTING ROLE,Burgess Meredith,Rocky,False
7,1976,1977,49,ACTOR IN A SUPPORTING ROLE,Laurence Olivier,Marathon Man,False
8,1976,1977,49,ACTOR IN A SUPPORTING ROLE,Jason Robards,All the President's Men,True
9,1976,1977,49,ACTOR IN A SUPPORTING ROLE,Burt Young,Rocky,False
10,1976,1977,49,ACTRESS IN A LEADING ROLE,Marie-Christine Barrault,"Cousin, Cousine",False
11,1976,1977,49,ACTRESS IN A LEADING ROLE,Faye Dunaway,Network,True
12,1976,1977,49,ACTRESS IN A LEADING ROLE,Talia Shire,Rocky,False
13,1976,1977,49,ACTRESS IN A LEADING ROLE,Sissy Spacek,Carrie,False
14,1976,1977,49,ACTRESS IN A LEADING ROLE,Liv Ullmann,Face to Face,False
15,1976,1977,49,ACTRESS IN A SUPPORTING ROLE,Jane Alexander,All the President's Men,False
16,1976,1977,49,ACTRESS IN A SUPPORTING ROLE,Jodie Foster,Taxi Driver,False
17,1976,1977,49,ACTRESS IN A SUPPORTING ROLE,Lee Grant,Voyage of the Damned,False
18,1976,1977,49,ACTRESS IN A SUPPORTING ROLE,Piper Laurie,Carrie,False
19,1976,1977,49,ACTRESS IN A SUPPORTING ROLE,Beatrice Straight,Network,True
20,1976,1977,49,ART DIRECTION,Art Direction:  George Jenkins;  Set Decoration:  George Gaines,All the President's Men,True
21,1976,1977,49,ART DIRECTION,"Art Direction:  Elliot Scott, Norman Reynolds;  Set Decoration:  Peter Howitt",The Incredible Sarah,False
22,1976,1977,49,ART DIRECTION,"Art Direction:  Gene Callahan, Jack Collis;  Set Decoration:  Jerry Wunderlich",The Last Tycoon,False
23,1976,1977,49,ART DIRECTION,Art Direction:  Dale Hennesy;  Set Decoration:  Robert de Vestel,Logan's Run,False
24,1976,1977,49,ART DIRECTION,Art Direction:  Robert F. Boyle;  Set Decoration:  Arthur Jeph Parker,The Shootist,False
25,1976,1977,49,CINEMATOGRAPHY,Haskell Wexler,Bound for Glory,True
26,1976,1977,49,CINEMATOGRAPHY,Richard H. Kline,King Kong,False
27,1976,1977,49,CINEMATOGRAPHY,Ernest Laszlo,Logan's Run,False
28,1976,1977,49,CINEMATOGRAPHY,Owen Roizman,Network,False
29,1976,1977,49,CINEMATOGRAPHY,Robert Surtees,A Star Is Born,False
30,1976,1977,49,COSTUME DESIGN,William Theiss,Bound for Glory,False
31,1976,1977,49,COSTUME DESIGN,Danilo Donati,Fellini's Casanova,True
32,1976,1977,49,COSTUME DESIGN,Anthony Mendleson,The Incredible Sarah,False
33,1976,1977,49,COSTUME DESIGN,Mary Wills,The Passover Plot,False
34,1976,1977,49,COSTUME DESIGN,Alan Barrett,The Seven-per-cent Solution,False
35,1976,1977,49,DIRECTING,Alan J. Pakula,All the President's Men,False
36,1976,1977,49,DIRECTING,Ingmar Bergman,Face to Face,False
37,1976,1977,49,DIRECTING,Sidney Lumet,Network,False
38,1976,1977,49,DIRECTING,John G. Avildsen,Rocky,True
39,1976,1977,49,DIRECTING,Lina Wertmüller,Seven Beauties,False
40,1976,1977,49,DOCUMENTARY (Feature),"Barbara Kopple, Producer","Harlan County, U.S.A.",True
41,1976,1977,49,DOCUMENTARY (Feature),"James Gutman and David Helpern, Jr., Producers",Hollywood on Trial,False
42,1976,1977,49,DOCUMENTARY (Feature),"Michael Firth, Producer",Off the Edge,False
43,1976,1977,49,DOCUMENTARY (Feature),"Anthony Howarth and David Koff, Producers",People of the Wind,False
44,1976,1977,49,DOCUMENTARY (Feature),"Donald Brittain and Robert Duncan, Producers",Volcano:  An Inquiry into the Life and Death of Malcolm Lowry,False
45,1976,1977,49,DOCUMENTARY (Short Subject),"Sparky Greene, Producer",American Shoeshine,False
46,1976,1977,49,DOCUMENTARY (Short Subject),"Tony Ianzelo and Andy Thomson, Producers",Blackwood,False
47,1976,1977,49,DOCUMENTARY (Short Subject),"John Armstrong, Producer",The End of the Road,False
