,year_film,year_ceremony,ceremony,category,name,film,winner
0,2020,2021,93,ACTOR IN A LEADING ROLE,Riz Ahmed,Sound of Metal,False
1,2020,2021,93,ACTOR IN A LEADING ROLE,Chadwick Boseman,Ma Rainey's Black Bottom,False
2,2020,2021,93,ACTOR IN A LEADING ROLE,Anthony Hopkins,The Father,True
3,2020,2021,93,ACTOR IN A LEADING ROLE,Gary Oldman,Mank,False
4,2020,2021,93,ACTOR IN A LEADING ROLE,Steven Yeun,Minari,False
5,2020,2021,93,ACTOR IN A SUPPORTING ROLE,Sacha Baron Cohen,The Trial of the Chicago 7,False
6,2020,2021,93,ACTOR IN A SUPPORTING ROLE,Daniel Kaluuya,Judas and the Black Messiah,True
7,2020,2021,93,ACTOR IN A SUPPORTING ROLE,"Leslie Odom, Jr.",One Night in Miami...,False
8,2020,2021,93,ACTOR IN A SUPPORTING ROLE,Paul Raci,Sound of Metal,False
9,2020,2021,93,ACTOR IN A SUPPORTING ROLE,Lakeith Stanfield,Judas and the Black Messiah,False
10,2020,2021,93,ACTRESS IN A LEADING ROLE,Viola Davis,Ma Rainey's Black Bottom,False
11,2020,2021,93,ACTRESS IN A LEADING ROLE,Andra Day,The United States vs. Billie Holiday,False
12,2020,2021,93,ACTRESS IN A LEADING ROLE,Vanessa Kirby,Pieces of a Woman,False
13,2020,2021,93,ACTRESS IN A LEADING ROLE,Frances McDormand,Nomadland,True
14,2020,2021,93,ACTRESS IN A LEADING ROLE,Carey Mulligan,Promising Young Woman,False
15,2020,2021,93,ACTRESS IN A SUPPORTING ROLE,Maria Bakalova,Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan,False
16,2020,2021,93,ACTRESS IN A SUPPORTING ROLE,Glenn Close,Hillbilly Elegy,False
17,2020,2021,93,ACTRESS IN A SUPPORTING ROLE,Olivia Colman,The Father,False
18,2020,2021,93,ACTRESS IN A SUPPORTING ROLE,Amanda Seyfried,Mank,False
19,2020,2021,93,ACTRESS IN A SUPPORTING ROLE,Yuh-Jung Youn,Minari,True
20,2020,2021,93,ANIMATED FEATURE FILM,Dan Scanlon and Kori Rae,Onward,False
21,2020,2021,93,ANIMATED FEATURE FILM,"Glen Keane, Gennie Rim and Peilin Chou",Over the Moon,False
22,2020,2021,93,ANIMATED FEATURE FILM,"Richard Phelan, Will Becher and Paul Kewley",A Shaun the Sheep Movie: Farmageddon,False
23,2020,2021,93,ANIMATED FEATURE FILM,Pete Docter and Dana Murray,Soul,True
24,2020,2021,93,ANIMATED FEATURE FILM,"Tomm Moore, Ross Stewart, Paul Young and Stéphan Roelants",Wolfwalkers,False
25,2020,2021,93,CINEMATOGRAPHY,Sean Bobbitt,Judas and the Black Messiah,False
26,2020,2021,93,CINEMATOGRAPHY,Erik Messerschmidt,Mank,True
27,2020,2021,93,CINEMATOGRAPHY,Dariusz Wolski,News of the World,False
28,2020,2021,93,CINEMATOGRAPHY,Joshua James Richards,Nomadland,False
29,2020,2021,93,CINEMATOGRAPHY,Phedon Papamichael,The Trial of the Chicago 7,False
30,2020,2021,93,COSTUME DESIGN,Alexandra Byrne,Emma,False
31,2020,2021,93,COSTUME DESIGN,Ann Roth,Ma Rainey's Black Bottom,True
32,2020,2021,93,COSTUME DESIGN,Trish Summerville,Mank,False
33,2020,2021,93,COSTUME DESIGN,Bina Daigeler,Mulan,False
34,2020,2021,93,COSTUME DESIGN,Massimo Cantini Parrini,Pinocchio,False
35,2020,2021,93,DIRECTING,Thomas Vinterberg,Another Round,False
36,2020,2021,93,DIRECTING,David Fincher,Mank,False
37,2020,2021,93,DIRECTING,Lee Isaac Chung,Minari,False
38,2020,2021,93,DIRECTING,Chloé Zhao,Nomadland,True
39,2020,2021,93,DIRECTING,Emerald Fennell,Promising Young Woman,False
40,2020,2021,93,DOCUMENTARY (Feature),Alexander Nanau and Bianca Oana,Collective,False
41,2020,2021,93,DOCUMENTARY (Feature),"Nicole Newnham, Jim LeBrecht and Sara Bolder",Crip Camp,False
42,2020,2021,93,DOCUMENTARY (Feature),Maite Alberdi and Marcela Santibáñez,The Mole Agent,False
43,2020,2021,93,DOCUMENTARY (Feature),"Pippa Ehrlich, James Reed and Craig Foster",My Octopus Teacher,True
44,2020,2021,93,DOCUMENTARY (Feature),"Garrett Bradley, Lauren Domino and Kellen Quinn",Time,False
45,2020,2021,93,DOCUMENTARY (Short Subject),Anthony Giacchino and Alice Doyard,Colette,True
