,year_film,year_ceremony,ceremony,category,name,film,winner
0,1994,1995,67,ACTOR IN A LEADING ROLE,Morgan Freeman,The Shawshank Redemption,False
1,1994,1995,67,ACTOR IN A LEADING ROLE,Tom Hanks,Forrest Gump,True
2,1994,1995,67,ACTOR IN A LEADING ROLE,Nigel Hawthorne,The Madness of King George,False
3,1994,1995,67,ACTOR IN A LEADING ROLE,Paul Newman,Nobody's Fool,False
4,1994,1995,67,ACTOR IN A LEADING ROLE,John Travolta,Pulp Fiction,False
5,1994,1995,67,ACTOR IN A SUPPORTING ROLE,Samuel L. Jackson,Pulp Fiction,False
6,1994,1995,67,ACTOR IN A SUPPORTING ROLE,Martin Landau,Ed Wood,True
7,1994,1995,67,ACTOR IN A SUPPORTING ROLE,Chazz Palminteri,Bullets over Broadway,False
8,1994,1995,67,ACTOR IN A SUPPORTING ROLE,Paul Scofield,Quiz Show,False
9,1994,1995,67,ACTOR IN A SUPPORTING ROLE,Gary Sinise,Forrest Gump,False
10,1994,1995,67,ACTRESS IN A LEADING ROLE,Jodie Foster,Nell,False
11,1994,1995,67,ACTRESS IN A LEADING ROLE,Jessica Lange,Blue Sky,True
12,1994,1995,67,ACTRESS IN A LEADING ROLE,Miranda Richardson,Tom & Viv,False
13,1994,1995,67,ACTRESS IN A LEADING ROLE,Winona Ryder,Little Women,False
14,1994,1995,67,ACTRESS IN A LEADING ROLE,Susan Sarandon,The Client,False
15,1994,1995,67,ACTRESS IN A SUPPORTING ROLE,Rosemary Harris,Tom & Viv,False
16,1994,1995,67,ACTRESS IN A SUPPORTING ROLE,Helen Mirren,The Madness of King George,False
17,1994,1995,67,ACTRESS IN A SUPPORTING ROLE,Uma Thurman,Pulp Fiction,False
18,1994,1995,67,ACTRESS IN A SUPPORTING ROLE,Jennifer Tilly,Bullets over Broadway,False
19,1994,1995,67,ACTRESS IN A SUPPORTING ROLE,Dianne Wiest,Bullets over Broadway,True
20,1994,1995,67,ART DIRECTION,Art Direction:  Santo Loquasto;  Set Decoration:  Susan Bode,Bullets over Broadway,False
21,1994,1995,67,ART DIRECTION,Art Direction:  Rick Carter;  Set Decoration:  Nancy Haigh,Forrest Gump,False
22,1994,1995,67,ART DIRECTION,Art Direction:  Dante Ferretti;  Set Decoration:  Francesca Lo Schiavo,Interview with the Vampire,False
23,1994,1995,67,ART DIRECTION,Art Direction:  Lilly Kilvert;  Set Decoration:  Dorree Cooper,Legends of the Fall,False
24,1994,1995,67,ART DIRECTION,Art Direction:  Ken Adam;  Set Decoration:  Carolyn Scott,The Madness of King George,True
25,1994,1995,67,CINEMATOGRAPHY,Don Burgess,Forrest Gump,False
26,1994,1995,67,CINEMATOGRAPHY,John Toll,Legends of the Fall,True
27,1994,1995,67,CINEMATOGRAPHY,Piotr Sobocinski,Red,False
28,1994,1995,67,CINEMATOGRAPHY,Roger Deakins,The Shawshank Redemption,False
29,1994,1995,67,CINEMATOGRAPHY,Owen Roizman,Wyatt Earp,False
30,1994,1995,67,COSTUME DESIGN,"Lizzy Gardiner, Tim Chappel","The Adventures of Priscilla, Queen of the Desert",True
31,1994,1995,67,COSTUME DESIGN,Jeffrey Kurland,Bullets over Broadway,False
32,1994,1995,67,COSTUME DESIGN,Colleen Atwood,Little Women,False
33,1994,1995,67,COSTUME DESIGN,April Ferry,Maverick,False
34,1994,1995,67,COSTUME DESIGN,Moidele Bickel,Queen Margot,False
35,1994,1995,67,DIRECTING,Woody Allen,Bullets over Broadway,False
36,1994,1995,67,DIRECTING,Robert Zemeckis,Forrest Gump,True
37,1994,1995,67,DIRECTING,Quentin Tarantino,Pulp Fiction,False
38,1994,1995,67,DIRECTING,Robert Redford,Quiz Show,False
39,1994,1995,67,DIRECTING,Krzysztof Kieslowski,Red,False
40,1994,1995,67,DOCUMENTARY (Feature),Deborah Hoffmann,Complaints of a Dutiful Daughter,False
41,1994,1995,67,DOCUMENTARY (Feature),Charles Guggenheim,D-Day Remembered,False
42,1994,1995,67,DOCUMENTARY (Feature),"Connie Field, Marilyn Mulford",Freedom on My Mind,False
