,year_film,year_ceremony,ceremony,category,name,film,winner
0,1954,1955,27,ACTOR,Humphrey Bogart,The Caine Mutiny,False
1,1954,1955,27,ACTOR,Marlon Brando,On the Waterfront,True
2,1954,1955,27,ACTOR,Bing Crosby,The Country Girl,False
3,1954,1955,27,ACTOR,James Mason,A Star Is Born,False
4,1954,1955,27,ACTOR,Dan O'Herlihy,Adventures of Robinson Crusoe,False
5,1954,1955,27,ACTOR IN A SUPPORTING ROLE,Lee J. Cobb,On the Waterfront,False
6,1954,1955,27,ACTOR IN A SUPPORTING ROLE,Karl Malden,On the Waterfront,False
7,1954,1955,27,ACTOR IN A SUPPORTING ROLE,Edmond O'Brien,The Barefoot Contessa,True
8,1954,1955,27,ACTOR IN A SUPPORTING ROLE,Rod Steiger,On the Waterfront,False
9,1954,1955,27,ACTOR IN A SUPPORTING ROLE,Tom Tully,The Caine Mutiny,False
10,1954,1955,27,ACTRESS,Dorothy Dandridge,Carmen Jones,False
11,1954,1955,27,ACTRESS,Judy Garland,A Star Is Born,False
12,1954,1955,27,ACTRESS,Audrey Hepburn,Sabrina,False
13,1954,1955,27,ACTRESS,Grace Kelly,The Country Girl,True
14,1954,1955,27,ACTRESS,Jane Wyman,Magnificent Obsession,False
15,1954,1955,27,ACTRESS IN A SUPPORTING ROLE,Nina Foch,Executive Suite,False
16,1954,1955,27,ACTRESS IN A SUPPORTING ROLE,Katy Jurado,Broken Lance,False
17,1954,1955,27,ACTRESS IN A SUPPORTING ROLE,Eva Marie Saint,On the Waterfront,True
18,1954,1955,27,ACTRESS IN A SUPPORTING ROLE,Jan Sterling,The High and the Mighty,False
19,1954,1955,27,ACTRESS IN A SUPPORTING ROLE,Claire Trevor,The High and the Mighty,False
20,1954,1955,27,ART DIRECTION (Black-and-White),"Art Direction:  Hal Pereira, Roland Anderson;  Set Decoration:  Sam Comer, Grace Gregory",The Country Girl,False
21,1954,1955,27,ART DIRECTION (Black-and-White),"Art Direction:  Cedric Gibbons, Edward Carfagno;  Set Decoration:  Edwin B. Willis, Emile Kuri",Executive Suite,False
22,1954,1955,27,ART DIRECTION (Black-and-White),Max Ophuls,Le Plaisir,False
23,1954,1955,27,ART DIRECTION (Black-and-White),Richard Day,On the Waterfront,True
24,1954,1955,27,ART DIRECTION (Black-and-White),"Art Direction:  Hal Pereira, Walter Tyler;  Set Decoration:  Sam Comer, Ray Moyer",Sabrina,False
25,1954,1955,27,ART DIRECTION (Color),"Art Direction:  Cedric Gibbons, Preston Ames;  Set Decoration:  Edwin B. Willis, Keogh Gleason",Brigadoon,False
26,1954,1955,27,ART DIRECTION (Color),"Art Direction:  Lyle Wheeler, Leland Fuller;  Set Decoration:  Walter M. Scott, Paul S. Fox",Desiree,False
27,1954,1955,27,ART DIRECTION (Color),"Art Direction:  Hal Pereira, Roland Anderson;  Set Decoration:  Sam Comer, Ray Moyer",Red Garters,False
28,1954,1955,27,ART DIRECTION (Color),"Art Direction:  Malcolm Bert, Gene Allen, Irene Sharaff;  Set Decoration:  George James Hopkins",A Star Is Born,False
29,1954,1955,27,ART DIRECTION (Color),Art Direction:  John Meehan;  Set Decoration:  Emile Kuri,"20,000 Leagues under the Sea",True
30,1954,1955,27,CINEMATOGRAPHY (Black-and-White),John F. Warren,The Country Girl,False
31,1954,1955,27,CINEMATOGRAPHY (Black-and-White),George Folsey,Executive Suite,False
32,1954,1955,27,CINEMATOGRAPHY (Black-and-White),Boris Kaufman,On the Waterfront,True
