,year_film,year_ceremony,ceremony,category,name,film,winner
0,1962,1963,35,ACTOR,Burt Lancaster,Birdman of Alcatraz,False
1,1962,1963,35,ACTOR,Jack Lemmon,Days of Wine and Roses,False
2,1962,1963,35,ACTOR,Marcello Mastroianni,Divorce--Italian Style,False
3,1962,1963,35,ACTOR,Peter O'Toole,Lawrence of Arabia,False
4,1962,1963,35,ACTOR,Gregory Peck,To Kill a Mockingbird,True
5,1962,1963,35,ACTOR IN A SUPPORTING ROLE,Ed Begley,Sweet Bird of Youth,True
6,1962,1963,35,ACTOR IN A SUPPORTING ROLE,Victor Buono,What Ever Happened to Baby Jane?,False
7,1962,1963,35,ACTOR IN A SUPPORTING ROLE,Telly Savalas,Birdman of Alcatraz,False
8,1962,1963,35,ACTOR IN A SUPPORTING ROLE,Omar Sharif,Lawrence of Arabia,False
9,1962,1963,35,ACTOR IN A SUPPORTING ROLE,Terence Stamp,Billy Budd,False
10,1962,1963,35,ACTRESS,Anne Bancroft,The Miracle Worker,True
11,1962,1963,35,ACTRESS,Bette Davis,What Ever Happened to Baby Jane?,False
12,1962,1963,35,ACTRESS,Katharine Hepburn,Long Day's Journey into Night,False
13,1962,1963,35,ACTRESS,Geraldine Page,Sweet Bird of Youth,False
14,1962,1963,35,ACTRESS,Lee Remick,Days of Wine and Roses,False
15,1962,1963,35,ACTRESS IN A SUPPORTING ROLE,Mary Badham,To Kill a Mockingbird,False
16,1962,1963,35,ACTRESS IN A SUPPORTING ROLE,Patty Duke,The Miracle Worker,True
17,1962,1963,35,ACTRESS IN A SUPPORTING ROLE,Shirley Knight,Sweet Bird of Youth,False
18,1962,1963,35,ACTRESS IN A SUPPORTING ROLE,Angela Lansbury,The Manchurian Candidate,False
19,1962,1963,35,ACTRESS IN A SUPPORTING ROLE,Thelma Ritter,Birdman of Alcatraz,False
20,1962,1963,35,ART DIRECTION (Black-and-White),Art Direction:  Joseph Wright;  Set Decoration:  George James Hopkins,Days of Wine and Roses,False
21,1962,1963,35,ART DIRECTION (Black-and-White),"Art Direction:  Ted Haworth, Leon Barsacq, Vincent Korda;  Set Decoration:  Gabriel Bechir",The Longest Day,False
22,1962,1963,35,ART DIRECTION (Black-and-White),"Art Direction:  George W. Davis, Edward Carfagno;  Set Decoration:  Henry Grace, Dick Pefferle",Period of Adjustment,False
23,1962,1963,35,ART DIRECTION (Black-and-White),"Art Direction:  Hal Pereira, Roland Anderson;  Set Decoration:  Sam Comer, Frank R. McKelvy",The Pigeon That Took Rome,False
24,1962,1963,35,ART DIRECTION (Black-and-White),"Art Direction:  Alexander Golitzen, Henry Bumstead;  Set Decoration:  Oliver Emert",To Kill a Mockingbird,True
