,year_film,year_ceremony,ceremony,category,name,film,winner
0,1992,1993,65,ACTOR IN A LEADING ROLE,Robert Downey Jr.,Chaplin,False
1,1992,1993,65,ACTOR IN A LEADING ROLE,Clint Eastwood,Unforgiven,False
2,1992,1993,65,ACTOR IN A LEADING ROLE,Al Pacino,Scent of a Woman,True
3,1992,1993,65,ACTOR IN A LEADING ROLE,Stephen Rea,The Crying Game,False
4,1992,1993,65,ACTOR IN A LEADING ROLE,Denzel Washington,Malcolm X,False
5,1992,1993,65,ACTOR IN A SUPPORTING ROLE,Jaye Davidson,The Crying Game,False
6,1992,1993,65,ACTOR IN A SUPPORTING ROLE,Gene Hackman,Unforgiven,True
7,1992,1993,65,ACTOR IN A SUPPORTING ROLE,Jack Nicholson,A Few Good Men,False
8,1992,1993,65,ACTOR IN A SUPPORTING ROLE,Al Pacino,Glengarry Glen Ross,False
9,1992,1993,65,ACTOR IN A SUPPORTING ROLE,David Paymer,Mr. Saturday Night,False
10,1992,1993,65,ACTRESS IN A LEADING ROLE,Catherine Deneuve,Indochine,False
11,1992,1993,65,ACTRESS IN A LEADING ROLE,Mary McDonnell,Passion Fish,False
12,1992,1993,65,ACTRESS IN A LEADING ROLE,Michelle Pfeiffer,Love Field,False
13,1992,1993,65,ACTRESS IN A LEADING ROLE,Susan Sarandon,Lorenzo's Oil,False
14,1992,1993,65,ACTRESS IN A LEADING ROLE,Emma Thompson,Howards End,True
15,1992,1993,65,ACTRESS IN A SUPPORTING ROLE,Judy Davis,Husbands and Wives,False
16,1992,1993,65,ACTRESS IN A SUPPORTING ROLE,Joan Plowright,Enchanted April,False
17,1992,1993,65,ACTRESS IN A SUPPORTING ROLE,Vanessa Redgrave,Howards End,False
18,1992,1993,65,ACTRESS IN A SUPPORTING ROLE,Miranda Richardson,Damage,False
19,1992,1993,65,ACTRESS IN A SUPPORTING ROLE,Marisa Tomei,My Cousin Vinny,True
20,1992,1993,65,ART DIRECTION,Art Direction:  Thomas Sanders;  Set Decoration:  Garrett Lewis,Bram Stoker's Dracula,False
