,year_film,year_ceremony,ceremony,category,name,film,winner
0,1945,1946,18,ACTOR,Bing Crosby,The Bells of St. Mary's,False
1,1945,1946,18,ACTOR,Gene Kelly,Anchors Aweigh,False
2,1945,1946,18,ACTOR,Ray Milland,The Lost Weekend,True
3,1945,1946,18,ACTOR,Gregory Peck,The Keys of the Kingdom,False
4,1945,1946,18,ACTOR,Cornel Wilde,A Song to Remember,False
5,1945,1946,18,ACTOR IN A SUPPORTING ROLE,Michael Chekhov,Spellbound,False
6,1945,1946,18,ACTOR IN A SUPPORTING ROLE,John Dall,The Corn Is Green,False
7,1945,1946,18,ACTOR IN A SUPPORTING ROLE,James Dunn,A Tree Grows in Brooklyn,True
8,1945,1946,18,ACTOR IN A SUPPORTING ROLE,Robert Mitchum,G. I. Joe,False
9,1945,1946,18,ACTOR IN A SUPPORTING ROLE,J. Carrol Naish,A Medal for Benny,False
10,1945,1946,18,ACTRESS,Ingrid Bergman,The Bells of St. Mary's,False
11,1945,1946,18,ACTRESS,Joan Crawford,Mildred Pierce,True
12,1945,1946,18,ACTRESS,Greer Garson,The Valley of Decision,False
13,1945,1946,18,ACTRESS,Jennifer Jones,Love Letters,False
14,1945,1946,18,ACTRESS,Gene Tierney,Leave Her to Heaven,False
15,1945,1946,18,ACTRESS IN A SUPPORTING ROLE,Eve Arden,Mildred Pierce,False
16,1945,1946,18,ACTRESS IN A SUPPORTING ROLE,Ann Blyth,Mildred Pierce,False
17,1945,1946,18,ACTRESS IN A SUPPORTING ROLE,Angela Lansbury,The Picture of Dorian Gray,False
18,1945,1946,18,ACTRESS IN A SUPPORTING ROLE,Joan Lorring,The Corn Is Green,False
19,1945,1946,18,ACTRESS IN A SUPPORTING ROLE,Anne Revere,National Velvet,True
20,1945,1946,18,ART DIRECTION (Black-and-White),Art Direction:  Wiard Ihnen;  Interior Decoration:  A. Roland Fields,Blood on the Sun,True
21,1945,1946,18,ART DIRECTION (Black-and-White),"Art Direction:  Albert S. D'Agostino, Jack Okey;  Interior Decoration:  Darrell Silvera, Claude Carpenter",Experiment Perilous,False
22,1945,1946,18,ART DIRECTION (Black-and-White),"Art Direction:  James Basevi, William Darling;  Interior Decoration:  Thomas Little, Frank E. Hughes",The Keys of the Kingdom,False
23,1945,1946,18,ART DIRECTION (Black-and-White),"Art Direction:  Hans Dreier, Roland Anderson;  Interior Decoration:  Sam Comer, Ray Moyer",Love Letters,False
24,1945,1946,18,ART DIRECTION (Black-and-White),"Art Direction:  Cedric Gibbons, Hans Peters;  Interior Decoration:  Edwin B. Willis, Hugh Hunt, John Bonar",The Picture of Dorian Gray,False
25,1945,1946,18,ART DIRECTION (Color),"Art Direction:  Hans Dreier, Ernst Fegte;  Interior Decoration:  Sam Comer",Frenchman's Creek,True
26,1945,1946,18,ART DIRECTION (Color),"Art Direction:  Lyle Wheeler, Maurice Ransford;  Interior Decoration:  Thomas Little",Leave Her to Heaven,False
27,1945,1946,18,ART DIRECTION (Color),"Art Direction:  Cedric Gibbons, Urie McCleary;  Interior Decoration:  Edwin B. Willis, Mildred Griffiths",National Velvet,False
28,1945,1946,18,ART DIRECTION (Color),Art Direction:  Ted Smith;  Interior Decoration:  Jack McConaghy,San Antonio,False
29,1945,1946,18,ART DIRECTION (Color),"Art Direction:  Stephen Goosson, Rudolph Sternad;  Interior Decoration:  Frank Tuttle",A Thousand and One Nights,False
30,1945,1946,18,CINEMATOGRAPHY (Black-and-White),Arthur Miller,The Keys of the Kingdom,False
31,1945,1946,18,CINEMATOGRAPHY (Black-and-White),John F. Seitz,The Lost Weekend,False
32,1945,1946,18,CINEMATOGRAPHY (Black-and-White),Ernest Haller,Mildred Pierce,False
33,1945,1946,18,CINEMATOGRAPHY (Black-and-White),Harry Stradling,The Picture of Dorian Gray,True
34,1945,1946,18,CINEMATOGRAPHY (Black-and-White),George Barnes,Spellbound,False
35,1945,1946,18,CINEMATOGRAPHY (Color),"Robert Planck, Charles Boyle",Anchors Aweigh,False
36,1945,1946,18,CINEMATOGRAPHY (Color),Leon Shamroy,Leave Her to Heaven,True
37,1945,1946,18,CINEMATOGRAPHY (Color),Leonard Smith,National Velvet,False
38,1945,1946,18,CINEMATOGRAPHY (Color),"Tony Gaudio, Allen M. Davey",A Song to Remember,False
39,1945,1946,18,CINEMATOGRAPHY (Color),George Barnes,The Spanish Main,False
40,1945,1946,18,DIRECTING,Leo McCarey,The Bells of St. Mary's,False
