,timestamp,count
0,1656896400.0,0.0
1,1685127600.0,157.0
2,1622311200.0,0.0
3,1666148400.0,0.0
4,1624255200.0,1342.0
5,1688338800.0,0.0
6,1682701200.0,0.0
7,1645639200.0,1346.0
8,1670284800.0,0.0
9,1689678000.0,17343.0
10,1650340800.0,0.0
11,1634205600.0,3808.0
12,1649520000.0,0.0
13,1666000800.0,58.0
14,1660071600.0,0.0
15,1618333200.0,0.0
16,1691708400.0,0.0
17,1652803200.0,28773.0
18,1628038800.0,0.0
19,1693792800.0,0.0
20,1620759600.0,880.0
21,1657188000.0,22078.0
22,1635847200.0,142.0
23,1694919600.0,0.0
24,1690405200.0,0.0
25,1653476400.0,7465.0
26,1694998800.0,0.0
27,1673524800.0,0.0
28,1653224400.0,0.0
29,1678122000.0,0.0
30,1675414800.0,0.0
31,1682967600.0,0.0
32,1622869200.0,0.0
33,1634328000.0,261.0
34,1657807200.0,11077.0
35,1619874000.0,0.0
36,1693440000.0,0.0
37,1654462800.0,0.0
38,1653703200.0,0.0
39,1665068400.0,932.0
40,1681588800.0,0.0
41,1689742800.0,56.0
42,1684000800.0,0.0
43,1620324000.0,341.0
44,1641668400.0,0.0
45,1658098800.0,0.0
46,1676188800.0,0.0
47,1664733600.0,0.0
48,1670918400.0,0.0
49,1657663200.0,0.0
50,1669716000.0,0.0
51,1626717600.0,2003.0
52,1678258800.0,0.0
53,1625176800.0,0.0
54,1634565600.0,5611.0
55,1676800800.0,0.0
56,1651240800.0,0.0
57,1643526000.0,0.0
58,1659772800.0,0.0
59,1618916400.0,2088.0
60,1687140000.0,0.0
61,1656532800.0,9949.0
62,1635364800.0,0.0
63,1663070400.0,243.0
64,1687658400.0,0.0
65,1643918400.0,0.0
66,1669932000.0,0.0
67,1662174000.0,0.0
68,1665043200.0,194.0
69,1626998400.0,0.0
70,1681855200.0,0.0
71,1639501200.0,993.0
72,1623308400.0,1543.0
73,1671458400.0,0.0
74,1623319200.0,898.0
75,1620302400.0,156.0
76,1659837600.0,0.0
77,1646330400.0,887.0
78,1655118000.0,46.0
79,1632301200.0,541.0
80,1655802000.0,0.0
81,1694354400.0,0.0
82,1678694400.0,0.0
83,1683244800.0,0.0
84,1682888400.0,0.0
85,1671267600.0,0.0
86,1617613200.0,0.0
87,1643234400.0,0.0
88,1696683600.0,0.0
89,1644332400.0,557.0
90,1696014000.0,0.0
91,1685163600.0,17.0
92,1689922800.0,0.0
93,1669996800.0,0.0
94,1666947600.0,0.0
95,1648303200.0,0.0
96,1682208000.0,0.0
97,1669161600.0,0.0
98,1687982400.0,13302.0
99,1622919600.0,0.0
100,1638439200.0,149.0
101,1634310000.0,376.0
102,1689202800.0,0.0
103,1634040000.0,964.0
104,1622023200.0,683.0
105,1646593200.0,0.0
106,1665147600.0,0.0
107,1683054000.0,112.0
108,1675983600.0,0.0
109,1683068400.0,0.0
110,1626404400.0,0.0
111,1676444400.0,0.0
112,1654945200.0,0.0
113,1637535600.0,0.0
114,1631642400.0,1246.0
115,1666900800.0,0.0
116,1691208000.0,0.0
117,1623697200.0,927.0
118,1650873600.0,0.0
119,1669323600.0,0.0
120,1661968800.0,0.0
121,1665252000.0,103.0
122,1669075200.0,0.0
123,1695463200.0,0.0
124,1644483600.0,486.0
125,1663880400.0,0.0
126,1683010800.0,1361.0
127,1664204400.0,382.0
128,1685595600.0,1.0
129,1648220400.0,290.0
130,1668283200.0,0.0
131,1684040400.0,0.0
132,1642687200.0,68.0
133,1629817200.0,474.0
134,1634605200.0,234.0
135,1621810800.0,0.0
136,1643414400.0,0.0
137,1619690400.0,584.0
138,1654678800.0,5884.0
139,1655366400.0,16615.0
140,1673614800.0,0.0
141,1625414400.0,296.0
142,1660842000.0,0.0
143,1618689600.0,0.0
144,1678424400.0,0.0
145,1681023600.0,0.0
146,1637445600.0,0.0
147,1673236800.0,0.0
148,1625277600.0,0.0
149,1643637600.0,59.0
150,1689832800.0,0.0
151,1672732800.0,0.0
152,1629003600.0,0.0
153,1683385200.0,7.0
154,1674172800.0,0.0
155,1643702400.0,474.0
156,1657033200.0,7551.0
157,1690300800.0,0.0
158,1650081600.0,0.0
159,1622844000.0,0.0
160,1620604800.0,0.0
161,1691715600.0,0.0
162,1697796000.0,77.0
163,1693537200.0,0.0
164,1663016400.0,0.0
165,1643425200.0,0.0
166,1644076800.0,0.0
167,1618646400.0,0.0
168,1664190000.0,228.0
169,1672866000.0,0.0
170,1622268000.0,0.0
171,1659063600.0,0.0
172,1630429200.0,108.0
173,1657695600.0,17618.0
174,1649404800.0,0.0
175,1621148400.0,63.0
176,1683187200.0,366.0
177,1694095200.0,86.0
178,1691496000.0,0.0
179,1650816000.0,0.0
180,1672401600.0,0.0
181,1626490800.0,0.0
182,1630400400.0,97.0
183,1669539600.0,0.0
184,1677758400.0,0.0
185,1639296000.0,105.0
186,1654700400.0,9386.0
187,1696478400.0,0.0
188,1654005600.0,0.0
189,1668286800.0,0.0
190,1669662000.0,0.0
191,1624482000.0,0.0
192,1689019200.0,83.0
193,1643857200.0,0.0
194,1627390800.0,136.0
195,1633384800.0,1291.0
196,1649127600.0,0.0
197,1657450800.0,78.0
198,1683172800.0,0.0
199,1634097600.0,13.0
